"Class","Sub Class","Order","Sub Order","Occupations","Gender","Age Group","Count"
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","In the Conversion of Coal and other Substances to Purposes of Heat, Light, or Forms of Energy not otherwise classed","Electric light or energy producer, officer, clerk","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","In the Conversion of Coal and other Substances to Purposes of Heat, Light, or Forms of Energy not otherwise classed","Charcoal-burner","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","In the Conversion of Coal and other Substances to Purposes of Heat, Light, or Forms of Energy not otherwise classed","Others","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Manufactures and Processes related to Stone, Clay, Earthenware, Glass, and Minerals not otherwise classed","Stone cutter, dresser, monumental mason (not engaged in houses or buildings)","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Manufactures and Processes related to Stone, Clay, Earthenware, Glass, and Minerals not otherwise classed","Lime-burner, relative assisting","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Manufactures and Processes related to Stone, Clay, Earthenware, Glass, and Minerals not otherwise classed","Plaster, cement-maker","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Manufactures and Processes related to Stone, Clay, Earthenware, Glass, and Minerals not otherwise classed","Brick, tile maker, relative assisting","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Manufactures and Processes related to Stone, Clay, Earthenware, Glass, and Minerals not otherwise classed","Pottery-maker and assistant","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Manufactures and Processes related to Stone, Clay, Earthenware, Glass, and Minerals not otherwise classed","Glass worker, manufacturer","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Manufactures and Processes related to Stone, Clay, Earthenware, Glass, and Minerals not otherwise classed","China, earthenware maker, mender","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Manufactures and Processes related to Stone, Clay, Earthenware, Glass, and Minerals not otherwise classed","Asphalte and pitch manufacturer, relative assisting","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Manufactures and Processes related to Stone, Clay, Earthenware, Glass, and Minerals not otherwise classed","Others","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Gold, Silver, and Precious Stones","Goldsmith, silversmith, jeweller, and assistant","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Gold, Silver, and Precious Stones","Lapidary, precious-stones worker","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Gold, Silver, and Precious Stones","Electro-plater, plater","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Gold, Silver, and Precious Stones","Others","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Metals other than Gold or Silver","Copper smith, worker, apprentice","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Metals other than Gold or Silver","Tin, zinc worker","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Metals other than Gold or Silver","Lead, antimony worker","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Metals other than Gold or Silver","Malleable-iron manufacturer, worker, roller, smelter, puddler","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Metals other than Gold or Silver","Cast-iron founder, moulder, worker, apprentice","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Metals other than Gold or Silver","Blacksmith, farrier, whitesmith, and apprentice","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Metals other than Gold or Silver","Brass founder, worker, moulder, brazier, and apprentice","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Metals other than Gold or Silver","Locksmith","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Alteration, Modification, or Manufacture of, or in other Processes relating to, Metals or Mineral Matters.","Metals other than Gold or Silver","Others","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Houses and Buildings","Master builder, contractor, foreman, measurer, clerk, inspector, &c.","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Houses and Buildings","Stonemason, hewer, hodman, mason's labourer","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Houses and Buildings","Bricklayer, hodman, bricklayer's labourer, relative assisting","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Houses and Buildings","Carpenter, joiner, turner, carpenter's labourer, apprentice, &c.","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Houses and Buildings","Slater, shingler, slater's labourer","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Houses and Buildings","Plasterer, plasterer's labourer, and assistant","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Houses and Buildings","House-painter, paperhanger, glazier, decorator, and assistant","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Houses and Buildings","House-plumber, bellhanger, and apprentice","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Houses and Buildings","Others","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Roads, Railways, Bridges, Earthworks, Docks","Road, railway contractor","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Roads, Railways, Bridges, Earthworks, Docks","Skilled assistant, foreman, inspector, timekeeper, clerk","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Roads, Railways, Bridges, Earthworks, Docks","Carter, waggoner","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Roads, Railways, Bridges, Earthworks, Docks","Engine-driver, fireman (at works)","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Roads, Railways, Bridges, Earthworks, Docks","Navvy, road, railway labourer, excavator, ballast-man","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Roads, Railways, Bridges, Earthworks, Docks","Stone-breaker, stonebreaking-machine worker","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Roads, Railways, Bridges, Earthworks, Docks","Dredge-worker, diving-bell worker","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Roads, Railways, Bridges, Earthworks, Docks","Drainer, pavior","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Roads, Railways, Bridges, Earthworks, Docks","Others","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Disposition of Dead Matter or Refuse","Cemetery-keeper, gravedigger, labourer","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Disposition of Dead Matter or Refuse","Scavenger, street-cleaner","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Disposition of Dead Matter or Refuse","Chimney-sweep","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Disposition of Dead Matter or Refuse","Nightman, nightcart-driver","Female","65 Years and Upwards",NA
"Industrial",NA,"Persons engaged in the Making or Repairing of Buildings, Roads, Railways, Docks, Earthworks, &c., in the Disposal of Silt, Dead Matter, or Refuse, or in Mechanical Operations or Labour the Nature of which is undefined.","Disposition of Dead Matter or Refuse","Others","Female","65 Years and Upwards",NA
"Industrial",NA,"Industrial Workers imperfectly defined.","Imperfectly defined","Mechanic, manufacturer (so defined)","Female","65 Years and Upwards",NA
"Industrial",NA,"Industrial Workers imperfectly defined.","Imperfectly defined","Factory-worker (undefined)","Female","65 Years and Upwards",NA
"Industrial",NA,"Industrial Workers imperfectly defined.","Imperfectly defined","Engineer, engine-driver, stoker (undefined), apprentice","Female","65 Years and Upwards",NA
"Industrial",NA,"Industrial Workers imperfectly defined.","Imperfectly defined","Labourer (undefined)","Female","65 Years and Upwards",NA
"Industrial",NA,"Industrial Workers imperfectly defined.","Imperfectly defined","Others","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Agricultural Pursuits","Farmer","Female","65 Years and Upwards",98
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Agricultural Pursuits","Relative assisting","Female","65 Years and Upwards",16
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Agricultural Pursuits","Farm bailiff, overseer","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Agricultural Pursuits","Farm-servant, agricultural labourer","Female","65 Years and Upwards",1
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Agricultural Pursuits","Market-gardener, relative assisting","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Agricultural Pursuits","Fruit-grower, relative assisting","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Agricultural Pursuits","Hop grower, picker, labourer","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Agricultural Pursuits","Wine-grower, vigneron","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Agricultural Pursuits","Gardener, horticulturist, relative assisting","Female","65 Years and Upwards",1
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Agricultural Pursuits","Agricultural-implement owner, worker, assistant","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Agricultural Pursuits","Others","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Pastoral Pursuits","Runholder, grazier, sheep or cattle farmer","Female","65 Years and Upwards",4
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Pastoral Pursuits","Relative assisting","Female","65 Years and Upwards",1
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Pastoral Pursuits","Station overseer, manager","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Pastoral Pursuits","Stock rider, drover, shepherd, shearer, &c., cowboy, cadet","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Pastoral Pursuits","Dairy-farmer, cowboy, relative assisting","Female","65 Years and Upwards",6
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Pastoral Pursuits","Milker, dairymaid, and others connected with dairy","Female","65 Years and Upwards",1
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Pastoral Pursuits","Others","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Fisheries; the Capture, Preservation, or Destruction of Wild Animals, or the Acquisition of Products yielded by Wild Animals","Fisherman, fisherwoman","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Fisheries; the Capture, Preservation, or Destruction of Wild Animals, or the Acquisition of Products yielded by Wild Animals","Oyster, crayfish, shrimp, shellfish capturer, collector","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Fisheries; the Capture, Preservation, or Destruction of Wild Animals, or the Acquisition of Products yielded by Wild Animals","Engaged in whale, seal, porpoise fishery pursuits (all branches)","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Fisheries; the Capture, Preservation, or Destruction of Wild Animals, or the Acquisition of Products yielded by Wild Animals","Rabbit-catcher, trapper, bee-keeper, and assistant","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Fisheries; the Capture, Preservation, or Destruction of Wild Animals, or the Acquisition of Products yielded by Wild Animals","Others","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Forestry, or the Acquisition of Raw Products yielded by Natural Vegetation","Director, overseer, bailiff, and others engaged in forestry","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Forestry, or the Acquisition of Raw Products yielded by Natural Vegetation","Bushman, grubber","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Forestry, or the Acquisition of Raw Products yielded by Natural Vegetation","Others","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Engaged in the Conservancy of Water in all its Forms, and in Water-supply from Natural Sources","Waterworks officer, workman, water-race manager, clerk, caretaker","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Engaged in the Conservancy of Water in all its Forms, and in Water-supply from Natural Sources","Others","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Mines, Quarries, or the Acquisition of Natural Products","Mine proprietor, overseer, miner, clerk, and others engaged in gold-mining (lode)","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Mines, Quarries, or the Acquisition of Natural Products","Mine proprietor, overseer, miner, clerk, and others engaged in gold-mining (alluvial)","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Mines, Quarries, or the Acquisition of Natural Products","Mine proprietor, overseer, miner, clerk, and others engaged in silver silver-lead, mining","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Mines, Quarries, or the Acquisition of Natural Products","Mine proprietor, overseer, miner, clerk, and others engaged in coalmining","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Mines, Quarries, or the Acquisition of Natural Products","Mine proprietor, overseer, miner, clerk, and others engaged in iron-ore mining","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Mines, Quarries, or the Acquisition of Natural Products","Mine proprietor, overseer, miner, clerk, and others engaged in mining for other minerals","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Mines, Quarries, or the Acquisition of Natural Products","Quarry owner, overseer, clerk","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Mines, Quarries, or the Acquisition of Natural Products","Quarryman, labourer, and others engaged in quarries","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Mines, Quarries, or the Acquisition of Natural Products","Kauri-gum digger, scraper, worker","Female","65 Years and Upwards",NA
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Mines, Quarries, or the Acquisition of Natural Products","Others","Female","65 Years and Upwards",NA
"Indefinite",NA,"Persons whose Occupations are undefined or unknown, embracing those who derive Incomes from Sources which cannot be directly related to any other Class.","Persons of Independent Means, having no Specific Occupation, or undefined:","Pensioner","Female","65 Years and Upwards",4
"Indefinite",NA,"Persons whose Occupations are undefined or unknown, embracing those who derive Incomes from Sources which cannot be directly related to any other Class.","Persons of Independent Means, having no Specific Occupation, or undefined:","Annuitant","Female","65 Years and Upwards",70
"Indefinite",NA,"Persons whose Occupations are undefined or unknown, embracing those who derive Incomes from Sources which cannot be directly related to any other Class.","Persons of Independent Means, having no Specific Occupation, or undefined:","Lady, gentleman, of independent means (so returned)","Female","65 Years and Upwards",455
"Indefinite",NA,"Persons whose Occupations are undefined or unknown, embracing those who derive Incomes from Sources which cannot be directly related to any other Class.","Others undefined, both as regards Means and Particular Occupation","Manager, assistant, apprentice, proprietor, employer, foreman, partner, contractor (so returned)","Female","65 Years and Upwards",7
"Indefinite",NA,"Persons whose Occupations are undefined or unknown, embracing those who derive Incomes from Sources which cannot be directly related to any other Class.","Others undefined, both as regards Means and Particular Occupation","Others","Female","65 Years and Upwards",201
"Dependents",NA,"Persons dependent upon Natural Guardians.","Domestic Duties for which Remuneration is not paid","Wife, widow, of no specified occupation","Female","65 Years and Upwards",2987
"Dependents",NA,"Persons dependent upon Natural Guardians.","Domestic Duties for which Remuneration is not paid","Son, daughter, relative, performing domestic duties","Female","65 Years and Upwards",849
"Dependents",NA,"Persons dependent upon Natural Guardians.","Domestic Duties for which Remuneration is not paid","Visitor, lodger, stated to be performing domestic duties","Female","65 Years and Upwards",119
"Dependents",NA,"Persons dependent upon Natural Guardians.","Domestic Duties for which Remuneration is not paid","Others","Female","65 Years and Upwards",62
"Dependents",NA,"Persons dependent upon Natural Guardians.","Dependent Scholars and Students","Son, daughter, relative, supported at universities. &c.","Female","65 Years and Upwards",NA
"Dependents",NA,"Persons dependent upon Natural Guardians.","Dependent Scholars and Students","Son, daughter, relative, at school","Female","65 Years and Upwards",NA
"Dependents",NA,"Persons dependent upon Natural Guardians.","Dependent Scholars and Students","Child, relative, receiving tuition at home","Female","65 Years and Upwards",NA
"Dependents",NA,"Persons dependent upon Natural Guardians.","Dependent Relatives not stated to be performing Domestic Duties","Father, mother, dependent on children","Female","65 Years and Upwards",165
"Dependents",NA,"Persons dependent upon Natural Guardians.","Dependent Relatives not stated to be performing Domestic Duties","Son, daughter, relative","Female","65 Years and Upwards",221
"Dependents",NA,"Persons dependent upon Natural Guardians.","Dependent Relatives not stated to be performing Domestic Duties","Visitor, lodger, boarder","Female","65 Years and Upwards",62
"Dependents",NA,"Persons dependent upon the State, or upon Public or Private Support.","Supported by Voluntary and State Contributions","Inmate of hospital","Female","65 Years and Upwards",10
"Dependents",NA,"Persons dependent upon the State, or upon Public or Private Support.","Supported by Voluntary and State Contributions","“ benevolent asylum","Female","65 Years and Upwards",68
"Dependents",NA,"Persons dependent upon the State, or upon Public or Private Support.","Supported by Voluntary and State Contributions","“ lunatic asylum","Female","65 Years and Upwards",35
"Dependents",NA,"Persons dependent upon the State, or upon Public or Private Support.","Supported by Voluntary and State Contributions","“ orphan asylum","Female","65 Years and Upwards",NA
"Dependents",NA,"Persons dependent upon the State, or upon Public or Private Support.","Supported by Voluntary and State Contributions","“ industrial school","Female","65 Years and Upwards",NA
"Dependents",NA,"Persons dependent upon the State, or upon Public or Private Support.","Supported by Voluntary and State Contributions","“ refuge","Female","65 Years and Upwards",NA
"Dependents",NA,"Persons dependent upon the State, or upon Public or Private Support.","Supported by Voluntary and State Contributions","Pauper, beggar","Female","65 Years and Upwards",NA
"Dependents",NA,"Persons dependent upon the State, or upon Public or Private Support.","Supported by Voluntary and State Contributions","Others","Female","65 Years and Upwards",44
"Dependents",NA,"Persons dependent upon the State, or upon Public or Private Support.","Criminals","Prisoner in gaol","Female","65 Years and Upwards",1
